"logFC"	"logCPM"	"LR"	"PValue"	"FDR"	"change"
"hsa-miR-3691-5p"	0.323484338498375	0.991234382922855	2.54308096559174	0.110778434870861	0.235680856680538	"NOT"
"hsa-miR-4795-5p"	0.309550137898951	0.981317484516668	2.53610075528536	0.11126926593824	0.23650007475086	"NOT"
"hsa-miR-3609"	0.203994038203843	0.952370569948229	2.53039597897498	0.111672189105215	0.237131068223419	"NOT"
"hsa-miR-5589-3p"	0.139131973766769	0.945158004059264	2.5252228954469	0.112038948139061	0.237684144249469	"NOT"
"hsa-miR-3622a-3p"	0.258509769458014	0.96292641572305	2.5173836834324	0.11259725955453	0.238642153899458	"NOT"
"hsa-miR-27b-5p"	-0.129244002431025	9.65351172973352	2.50656290574148	0.113372960220921	0.240058654407178	"NOT"
"hsa-miR-33b-5p"	0.137141047666719	0.944739719082817	2.48568553638728	0.114886280168465	0.243032850006328	"NOT"
"hsa-miR-548av-5p"	0.206529771312855	0.953249131071466	2.47707150005232	0.115517159830236	0.244136454990933	"NOT"
"hsa-miR-1290"	0.217317107774628	1.73033192469995	2.47431039415869	0.115720187642611	0.244334598270895	"NOT"
"hsa-miR-431-3p"	0.137216171898147	0.945424327757976	2.46888561860528	0.116120226833629	0.244947950188674	"NOT"
"hsa-miR-1228-3p"	-0.293325391894742	0.971914503334141	2.45392477440811	0.117231420094629	0.247058864591508	"NOT"
"hsa-miR-5009-3p"	0.1351433696594	0.94529300263475	2.44773987487942	0.117694221680438	0.247800639997607	"NOT"
"hsa-miR-6822-3p"	-0.309757729458991	0.989730955820641	2.41142547003341	0.120452638491208	0.253357339276516	"NOT"
"hsa-miR-1266-5p"	-0.220595344997879	1.56457902232263	2.40995623954791	0.120565736352325	0.253357339276516	"NOT"
"hsa-miR-450a-2-3p"	0.396018713606995	1.05777176328473	2.40851880468995	0.120676500489853	0.253357339276516	"NOT"
"hsa-miR-654-5p"	0.132999516638705	0.945180561111332	2.40709094366963	0.120786638492293	0.253357339276516	"NOT"
"hsa-miR-5584-5p"	0.235304760106917	0.958503122438833	2.40100739514634	0.121257142274193	0.254105876405899	"NOT"
"hsa-miR-4651"	0.301802238097435	0.980203062178848	2.39570251353609	0.121669081521692	0.25473039914092	"NOT"
"hsa-miR-6736-3p"	0.194768999304475	0.951527012879876	2.39182994154615	0.121970777225822	0.255123159847463	"NOT"
"hsa-miR-4450"	0.308299191619811	1.12772959931328	2.36526907755911	0.124062519963878	0.25909090294374	"NOT"
"hsa-miR-519d-5p"	0.149085943631554	7.00411476312358	2.36480468986178	0.12409944412019	0.25909090294374	"NOT"
"hsa-miR-3148"	0.237913255566274	0.958982882172966	2.34558996436073	0.125637988368356	0.262058341410116	"NOT"
"hsa-miR-4795-3p"	0.227226210249509	0.958525307503606	2.32313230565666	0.127463127320664	0.265459393652153	"NOT"
"hsa-miR-6728-3p"	0.202095134210163	0.953523169733652	2.32260922972566	0.127505987827555	0.265459393652153	"NOT"
"hsa-miR-506-5p"	0.452157285330329	1.04401193801942	2.31950357135258	0.1277607940398	0.265742451602784	"NOT"
"hsa-miR-545-5p"	0.193034621834781	0.952102364442024	2.30642111066393	0.128840396114624	0.267738964416635	"NOT"
"hsa-miR-4656"	0.12689123704611	0.944679570643958	2.29087758873449	0.130136322801156	0.270180889306763	"NOT"
"hsa-miR-3656"	0.126535281033784	0.944750920854182	2.28490242571014	0.130638357397771	0.270971583619124	"NOT"
"hsa-miR-6717-5p"	-0.0870517280151493	0.938446244160897	2.28130533578745	0.130941627054336	0.271348913895733	"NOT"
"hsa-miR-3202"	-0.169202207713181	2.75082960152573	2.27788398514417	0.131230809066447	0.271696378770904	"NOT"
"hsa-miR-548ac"	0.125450307288125	0.943938771673071	2.26446016005492	0.132372331862757	0.27380622945895	"NOT"
"hsa-miR-4744"	0.321136835725316	1.02185752657139	2.24670700202557	0.133899075089471	0.27670825499081	"NOT"
"hsa-miR-6832-3p"	-0.255025534518627	0.957814210656894	2.24466184536055	0.134076215707151	0.276818484137755	"NOT"
"hsa-miR-5685"	-0.154241902778327	0.942157332754593	2.23488168214072	0.134926952283062	0.278317956923365	"NOT"
"hsa-miR-6716-5p"	0.123237712747283	0.944413153642177	2.22277632507877	0.135988322468853	0.280248745659314	"NOT"
"hsa-miR-4517"	0.183413855193114	0.951519395546566	2.217021370851	0.136496178731945	0.281036331164483	"NOT"
"hsa-miR-6732-5p"	-0.142628730504062	0.940942456484477	2.21107746897894	0.137022939862063	0.281861355594824	"NOT"
"hsa-miR-1909-3p"	-0.275639734456215	0.968958092754804	2.1965674141168	0.138318445365289	0.284173694538452	"NOT"
"hsa-miR-4742-3p"	0.121779356396317	0.944467305787364	2.19534178261121	0.138428501140844	0.284173694538452	"NOT"
"hsa-miR-4676-3p"	0.121720001872831	0.944273911507506	2.19423108116806	0.138528321577331	0.284173694538452	"NOT"
"hsa-miR-4794"	0.16267083973864	0.949197298078542	2.1899586285062	0.138913046670777	0.284701716183188	"NOT"
"hsa-miR-526b-5p"	-0.469334335239402	1.06692874868624	2.18591856441088	0.139277948562031	0.285188180388921	"NOT"
"hsa-miR-194-3p"	0.120731653586827	0.944311381678698	2.17565760757073	0.140209571753974	0.286833122087728	"NOT"
"hsa-miR-4479"	0.200228379730133	0.953600823462463	2.17221870576705	0.14052336364185	0.287212286200344	"NOT"
"hsa-miR-200b-3p"	-0.22703341667523	1.35133997255633	2.16164966427846	0.14149271299107	0.288929412098659	"NOT"
"hsa-miR-4529-5p"	0.1888283709528	0.952419403939465	2.15678252534823	0.141941632224203	0.289581651143538	"NOT"
"hsa-miR-6500-5p"	0.119599872389816	0.944020590352299	2.15440895986866	0.142161138035182	0.289765090835613	"NOT"
"hsa-miR-301b-3p"	0.0943242423952267	3.34584801930409	2.14460208704554	0.143072127291175	0.29135635393722	"NOT"
"hsa-miR-8075"	-0.160257998947999	0.942616143962274	2.14151143207262	0.143360586895382	0.291546380067233	"NOT"
"hsa-miR-4326"	-0.296668739359289	1.00613557780527	2.14005357481471	0.143496879975576	0.291546380067233	"NOT"
"hsa-miR-6718-5p"	0.118799830636733	0.943431361221867	2.1394152384959	0.143556603065306	0.291546380067233	"NOT"
"hsa-miR-6821-5p"	-0.218376341472313	1.48394784366015	2.13592764584109	0.143883398536501	0.291944899389851	"NOT"
"hsa-miR-5187-5p"	0.116148962643172	0.943751049028636	2.12575331012589	0.144841553485075	0.293622587119335	"NOT"
"hsa-miR-4768-5p"	-0.367441550058742	1.01697545101334	2.12145300927671	0.145248687956905	0.294181219448948	"NOT"
"hsa-miR-3688-3p"	0.11743049528921	0.943602142489751	2.11373247937628	0.14598287588244	0.295400642962115	"NOT"
"hsa-miR-5699-5p"	0.164644252375249	0.948081919433041	2.11033342316841	0.146307436690544	0.295789718300231	"NOT"
"hsa-miR-4659b-3p"	0.23360694936469	0.960995595278891	2.09850980249828	0.147442778136161	0.297815765051902	"NOT"
"hsa-miR-196a-3p"	-0.283691856363907	0.983948602045196	2.08930691807609	0.148333351673345	0.299344200669314	"NOT"
"hsa-miR-8085"	0.117628206254748	0.944427767386361	2.08749245094566	0.148509655675693	0.299429747602209	"NOT"
"hsa-miR-6803-3p"	0.191672793937889	0.953655496412202	2.06613584288678	0.150602681323536	0.303363436461956	"NOT"
"hsa-miR-3591-3p"	0.160703117090836	0.948348005183515	2.06443297118714	0.150770999603695	0.303363436461956	"NOT"
"hsa-miR-4494"	0.157169362808922	0.947396165460574	2.06345579026883	0.15086768396498	0.303363436461956	"NOT"
"hsa-miR-6771-3p"	0.114582147623795	0.943804250409366	2.0603844418945	0.151172026797267	0.303648904101687	"NOT"
"hsa-miR-4520-5p"	-0.151161793711708	0.942172780160071	2.05928387695558	0.151281251864615	0.303648904101687	"NOT"
"hsa-miR-378e"	0.169977325604625	0.949418299297114	2.05443105060448	0.151763934950874	0.304344536816283	"NOT"
"hsa-miR-4730"	0.242614366613923	0.965671964548711	2.046856266276	0.152520845091088	0.305588359877843	"NOT"
"hsa-miR-331-3p"	0.113210563829107	0.943703668010452	2.0420538907411	0.153002937062756	0.306279827459554	"NOT"
"hsa-miR-6767-3p"	0.113147456254193	0.943576354858047	2.03356489931737	0.1538593447843	0.3077186895686	"NOT"
"hsa-miR-6842-3p"	0.223011105278934	0.958647570471101	2.02336138781681	0.154895923452775	0.309514999857376	"NOT"
"hsa-miR-6882-5p"	0.192844457643022	0.953675268268079	2.02146314156374	0.155089639934583	0.30962538829797	"NOT"
"hsa-miR-604"	0.112099473927622	0.943480555037837	2.01399232790305	0.155854713799229	0.310875236445206	"NOT"
"hsa-miR-3655"	0.23593670536399	0.963035675384258	1.99732669083258	0.157576913065953	0.314030283079741	"NOT"
"hsa-miR-618"	-0.272762135358317	0.983593664669264	1.9462946708843	0.162986695396722	0.324522039988486	"NOT"
"hsa-miR-6824-5p"	0.228318599626077	0.962392459326533	1.94291170151985	0.163352734568232	0.324696062740489	"NOT"
"hsa-miR-8064"	0.108281658573875	0.94289559084805	1.94280290734386	0.163364521727661	0.324696062740489	"NOT"
"hsa-miR-122-3p"	-0.143149991891545	1.97090329871901	1.93776619472533	0.163911282580708	0.325493452797924	"NOT"
"hsa-miR-3912-3p"	0.261471781082627	0.975283592419472	1.92435949731549	0.165376867574439	0.328112400972888	"NOT"
"hsa-miR-3192-3p"	0.172441859233805	0.950317870266758	1.92131234423991	0.165712060488478	0.328485963876096	"NOT"
"hsa-miR-197-3p"	-0.187875229156555	0.948072145093214	1.91653506195534	0.166239136709363	0.329238892543965	"NOT"
"hsa-miR-4761-3p"	0.177150016177766	0.95111700566228	1.90401661056254	0.167629420754498	0.331698570625715	"NOT"
"hsa-miR-6858-3p"	-0.0563191598022852	0.937873920275038	1.90227426007039	0.167823977753389	0.331789933029688	"NOT"
"hsa-miR-4466"	0.269113118504315	1.21696656307567	1.90019621031036	0.168056358504956	0.33183369371498	"NOT"
"hsa-miR-5006-3p"	0.291205142885242	1.00940597681189	1.89942295792525	0.168142922620336	0.33183369371498	"NOT"
"hsa-miR-1287-3p"	0.216505187299572	0.959740529368383	1.89708755550777	0.168404676824147	0.332057193455725	"NOT"
"hsa-miR-3607-3p"	0.206808159007768	0.956885229460402	1.8899256749047	0.16921030503033	0.33335175510821	"NOT"
"hsa-miR-374c-5p"	0.286736825875278	1.08626772476428	1.88619540707327	0.16963166683781	0.333887682261745	"NOT"
"hsa-miR-6769b-5p"	-0.110411885564561	0.939758253926044	1.88438083811526	0.169837071173383	0.33399796934361	"NOT"
"hsa-miR-5087"	-0.106073451577613	0.939733004919364	1.88155257164041	0.17015779273031	0.334179924650702	"NOT"
"hsa-miR-5682"	0.10495670885146	0.943509355446741	1.88092983411582	0.170228503657044	0.334179924650702	"NOT"
"hsa-miR-365b-5p"	0.159236880291907	3.57989750514801	1.87522055269892	0.170878358876496	0.334936772547458	"NOT"
"hsa-miR-3115"	0.213179857482035	2.37369269295298	1.874911468248	0.170913621411739	0.334936772547458	"NOT"
"hsa-miR-1238-3p"	-0.320193067392187	1.05109320376641	1.87020746278654	0.171451320432111	0.335696280635903	"NOT"
"hsa-miR-1539"	0.163446648252665	8.38350596399001	1.86531821196616	0.172012255108093	0.336499914629655	"NOT"
"hsa-miR-7107-5p"	-0.208107555620661	0.950913079922381	1.86044684954391	0.172573236280889	0.33730223454901	"NOT"
"hsa-miR-4717-3p"	0.22530206332497	0.961409948200352	1.85191243995067	0.173561130008481	0.338936844278571	"NOT"
"hsa-miR-3181"	0.206763860247808	0.956792033463474	1.84850470580525	0.173957406122776	0.339414275820704	"NOT"
"hsa-miR-3140-3p"	0.214454774235028	0.960134219961413	1.84536429094365	0.174323518780944	0.339832073229461	"NOT"
"hsa-miR-8059"	0.142420092236705	0.946788770197643	1.84199911750616	0.174716819102786	0.340302097137483	"NOT"
"hsa-miR-3136-3p"	0.290676162782871	1.04591432726286	1.84022979970678	0.174924015707852	0.340409137617718	"NOT"
"hsa-miR-1269b"	0.10256825561965	0.943426728448797	1.83658721496342	0.175351473819664	0.340671438690401	"NOT"
"hsa-miR-26a-2-3p"	-0.275452290864018	1.0196865774224	1.83539778446982	0.175491314328702	0.340671438690401	"NOT"
"hsa-miR-3133"	0.29162224976976	1.04693083504225	1.83447707728237	0.17559964947654	0.340671438690401	"NOT"
"hsa-miR-6084"	0.102410500403219	0.94332144577907	1.83366192998071	0.175695628238323	0.340671438690401	"NOT"
"hsa-miR-4657"	0.238959852921364	0.967385625888285	1.83260139514567	0.175820590451128	0.340671438690401	"NOT"
"hsa-miR-6736-5p"	-0.135102747807567	0.941723816863798	1.82898775713781	0.176247153358903	0.340974954893946	"NOT"
"hsa-miR-410-3p"	0.166592524314752	0.951164687598976	1.82869112299477	0.176282221760913	0.340974954893946	"NOT"
"hsa-miR-4751"	0.101936567866748	0.943411980934848	1.82486933410311	0.176734758163047	0.341554813528586	"NOT"
"hsa-miR-6780b-3p"	0.15826247882716	0.949579331392937	1.80948856672012	0.178569593290835	0.344802772537398	"NOT"
"hsa-miR-4662a-3p"	0.286870719868146	1.01953891116604	1.80674985944921	0.178898607121209	0.34514002202159	"NOT"
"hsa-miR-302a-5p"	0.150626924858263	11.029124049191	1.80429914676733	0.179193616748288	0.345411144007906	"NOT"
"hsa-miR-130b-5p"	0.513521185556278	15.3105572914577	1.79675438878824	0.180105369220766	0.346869599980734	"NOT"
"hsa-miR-122-5p"	-0.12334970420714	9.09750743345583	1.79292642371047	0.180570013584744	0.347465189651882	"NOT"
"hsa-miR-938"	0.0995959821599812	0.943112465011744	1.78150948472793	0.181964079606712	0.349846674119181	"NOT"
"hsa-miR-6887-5p"	0.284825379254249	1.01800406700894	1.78018822241069	0.182126215509241	0.349857575497134	"NOT"
"hsa-miR-3158-3p"	0.285362197714545	1.02260930143745	1.77843466826386	0.18234165768776	0.349970769605005	"NOT"
"hsa-miR-149-3p"	0.0989849951487386	0.942774672741804	1.77020883345322	0.183356236366746	0.351616247440861	"NOT"
"hsa-miR-5579-3p"	-0.231314747937274	0.960730050712976	1.74206751048638	0.186877072591643	0.358060954854254	"NOT"
"hsa-miR-3147"	0.160007138441374	2.39026226935953	1.73462243102449	0.187821645302477	0.359544037337229	"NOT"
"hsa-miR-2276-3p"	-0.155661853417149	0.944010725834552	1.73343578595224	0.187972710039007	0.359544037337229	"NOT"
"hsa-miR-205-3p"	0.0967950500194947	0.943452984612862	1.72969813692383	0.188449452846438	0.360147843217637	"NOT"
"hsa-miR-6748-5p"	0.0965810442523768	0.943001074798259	1.72384463665693	0.189198907109989	0.36107264887005	"NOT"
"hsa-miR-624-3p"	-0.0558168158213128	0.937814497294697	1.723397290627	0.18925632579414	0.36107264887005	"NOT"
"hsa-miR-4790-5p"	0.0961332599029605	0.942843425573709	1.71748830678526	0.190016676308466	0.362214226961408	"NOT"
"hsa-miR-22-5p"	-0.534502857364624	16.1606585337921	1.71584976585461	0.19022814893883	0.362308467655217	"NOT"
"hsa-miR-6729-3p"	0.0956271449215356	0.942376195347108	1.7081503538117	0.191225528597319	0.36389811229243	"NOT"
"hsa-miR-4420"	0.145713988090944	0.948161852455026	1.70609651886113	0.191492611483373	0.364096495983693	"NOT"
"hsa-miR-3682-3p"	0.275604690329979	1.00497913714895	1.70336122590572	0.191848988092884	0.364464177889285	"NOT"
"hsa-miR-6838-3p"	0.220718209921915	0.964260736955129	1.70089869640097	0.192170489156204	0.364765037141997	"NOT"
"hsa-miR-6831-5p"	0.0951304955712227	0.943239875703135	1.69896176546442	0.192423811529427	0.364936083613061	"NOT"
"hsa-miR-5591-5p"	0.129549665311876	0.946048194179226	1.69629309380146	0.192773473989919	0.365193399890824	"NOT"
"hsa-miR-515-3p"	0.238991540932263	1.28703210641935	1.69543442841336	0.192886138314429	0.365193399890824	"NOT"
"hsa-miR-4727-3p"	0.0945266498897448	0.942560052805553	1.68783558645056	0.193886532400052	0.366776892086732	"NOT"
"hsa-miR-4714-3p"	0.0942749002411872	0.942611267177321	1.68319202103312	0.194500847402343	0.367627975309924	"NOT"
"hsa-miR-4726-3p"	0.23548290350925	0.969379146563691	1.6811653941034	0.194769671009648	0.367825155724301	"NOT"
"hsa-miR-4717-5p"	0.0880279341608342	0.94151968820805	1.67903971049026	0.19505210127065	0.36804767800943	"NOT"
"hsa-miR-4786-5p"	-0.110980297554453	0.940272487929694	1.67681038437013	0.195348817068953	0.3682967579816	"NOT"
"hsa-miR-4315"	0.153404689128066	0.94966388797745	1.67394622987311	0.195730802154874	0.368706043486351	"NOT"
"hsa-miR-652-3p"	-0.196159045020407	0.951600196447599	1.66456098232848	0.196988632669005	0.370763116706982	"NOT"
"hsa-miR-4422"	0.276275959755865	1.0243768755098	1.66321058812485	0.197170393665394	0.370793103646611	"NOT"
"hsa-miR-3691-3p"	0.223686286483148	0.966744963543924	1.65697374784142	0.198012418175874	0.372063669782567	"NOT"
"hsa-miR-7152-3p"	0.0911933201230504	0.941998359910827	1.64959369168719	0.199014240844052	0.373427767945858	"NOT"
"hsa-miR-3934-3p"	0.266183667766869	0.999036764416253	1.64916655179724	0.199072405810136	0.373427767945858	"NOT"
"hsa-miR-3187-3p"	0.226761075064813	0.968127217084112	1.64525188403485	0.199606409043249	0.374115616614171	"NOT"
"hsa-miR-544b"	0.0920173598671519	0.942905218610713	1.64157439319811	0.200109591930226	0.374744595943037	"NOT"
"hsa-miR-5008-3p"	0.0918100686916156	0.942615251910805	1.6377645127689	0.200632461996859	0.375050531121054	"NOT"
"hsa-miR-6510-5p"	0.154356621161738	0.94954865428324	1.63701507068788	0.200735504745394	0.375050531121054	"NOT"
"hsa-miR-877-3p"	0.182385184162965	0.954156214650505	1.6367195306581	0.20077615641856	0.375050531121054	"NOT"
"hsa-miR-4446-5p"	-0.209540672362605	1.24298110102412	1.62998376324094	0.20170529433872	0.376423187634551	"NOT"
"hsa-miR-6862-3p"	-0.261864496879202	1.78855098304961	1.62895480040174	0.201847675301354	0.376423187634551	"NOT"
"hsa-miR-328-3p"	0.0879404590838163	0.941868492544638	1.62617928078019	0.202232323186812	0.376826228871427	"NOT"
"hsa-miR-6742-3p"	0.187015934947913	0.95655600634003	1.61683752711582	0.20353331370401	0.378934629010963	"NOT"
"hsa-miR-2277-5p"	-0.254503094990009	1.05182282932749	1.61372462349789	0.203969024185259	0.379150469678702	"NOT"
"hsa-miR-376b-3p"	-0.228131078734081	1.6385470799943	1.61301218533254	0.204068898078279	0.379150469678702	"NOT"
"hsa-miR-497-3p"	0.271813653584679	1.02491870662304	1.61237732502633	0.204157945211609	0.379150469678702	"NOT"
"hsa-miR-7978"	0.256070054364837	0.988657447120187	1.60434580334532	0.205288432740898	0.380727648983095	"NOT"
"hsa-miR-4684-5p"	-0.0561651867336753	0.9378610944047	1.603925903618	0.205347739120578	0.380727648983095	"NOT"
"hsa-miR-140-3p"	-0.297583944266643	1.00076719340409	1.60156074143674	0.205682171100347	0.381031760215722	"NOT"
"hsa-miR-4728-5p"	0.240019505781303	0.975285582655257	1.59875705033056	0.206079443786638	0.381094733366977	"NOT"
"hsa-miR-548ai"	0.0895936667296966	0.94280513239945	1.59697919858355	0.206331828203476	0.381094733366977	"NOT"
"hsa-miR-5088-5p"	0.0895730357869697	0.942803652688663	1.59660046147759	0.206385640997212	0.381094733366977	"NOT"
"hsa-miR-4749-5p"	0.12621491965685	0.946024265651744	1.59651414259554	0.206397907919235	0.381094733366977	"NOT"
"hsa-miR-5195-3p"	0.0889661055485224	0.942667356794137	1.58544627317963	0.207977942706694	0.383084913898898	"NOT"
"hsa-miR-500b-5p"	0.266531534773341	1.00851084188333	1.58535617490816	0.207990863566934	0.383084913898898	"NOT"
"hsa-miR-1911-3p"	0.12813445306193	0.94598806344517	1.58455217671596	0.208106205803025	0.383084913898898	"NOT"
"hsa-miR-96-3p"	0.185788387212021	0.955401730593307	1.58416987265852	0.20816107799068	0.383084913898898	"NOT"
"hsa-miR-215-5p"	-0.0645297395730731	3.22456142688948	1.5821027557522	0.208458068337502	0.383315987502184	"NOT"
"hsa-miR-30b-3p"	0.200757579554559	0.960177863288117	1.58021960673673	0.208729063756313	0.383498920755231	"NOT"
"hsa-miR-6759-3p"	0.17987409632725	0.954724904055305	1.57860272122818	0.208962075063996	0.383611822531276	"NOT"
"hsa-miR-6769b-3p"	0.12482484176949	0.946208330105705	1.57349474370621	0.209700217202606	0.384586679209024	"NOT"
"hsa-miR-3119"	0.10860252953264	5.9158031475676	1.57188984338336	0.209932774782384	0.384586679209024	"NOT"
"hsa-miR-340-3p"	-0.240391869244542	0.976443082582269	1.57136361311274	0.210009094505464	0.384586679209024	"NOT"
"hsa-miR-4790-3p"	0.0878092179822653	0.942392729965081	1.56420084468903	0.211051194356014	0.385909457584215	"NOT"
"hsa-miR-24-1-5p"	0.0993398733145055	3.5126755880066	1.56402677890651	0.211076595091903	0.385909457584215	"NOT"
"hsa-miR-4711-5p"	0.0877035314224672	0.942341698894246	1.56226112160253	0.21133445548923	0.386065230779345	"NOT"
"hsa-miR-4496"	0.208485241284868	0.962424379239398	1.55947544766255	0.211742041341604	0.386494044440675	"NOT"
"hsa-miR-4756-5p"	0.11265834997261	0.944130395651116	1.55350935913927	0.212618111308984	0.387776587999093	"NOT"
"hsa-miR-6762-3p"	-0.151038661343476	0.944290386360803	1.55054863449824	0.213054465844185	0.388255734007822	"NOT"
"hsa-miR-8066"	0.0868337645113422	0.942551777326294	1.54628952804038	0.213684044018014	0.389078702183058	"NOT"
"hsa-miR-382-3p"	0.196256742450141	0.959431485615228	1.54514178189845	0.213854080940509	0.389078702183058	"NOT"
"hsa-miR-371b-3p"	0.183817042618935	0.956370626111061	1.54212759840371	0.214301394043837	0.389575542343106	"NOT"
"hsa-miR-4436b-3p"	0.255255567620821	0.997271790447648	1.53688452998136	0.215082132979397	0.390677213112861	"NOT"
"hsa-miR-4638-3p"	0.086219224146087	0.942767411520894	1.53501160793833	0.215361847280931	0.390867768279353	"NOT"
"hsa-miR-3139"	-0.123720914454892	4.86178901233575	1.53326067913099	0.215623733847409	0.391025684414279	"NOT"
"hsa-miR-28-3p"	-0.112506224489441	0.940588346040615	1.53131858090561	0.215914657091431	0.391235958878801	"NOT"
"hsa-miR-548ah-5p"	0.212380811247973	0.965498577448482	1.51547103063001	0.218306149939086	0.395249029363399	"NOT"
"hsa-miR-6755-5p"	0.215661214194154	0.968753073862812	1.508396193755	0.219383976163891	0.396760839990423	"NOT"
"hsa-miR-6852-3p"	0.0847265670259484	0.942018463282658	1.50766294992101	0.219496046094881	0.396760839990423	"NOT"
"hsa-miR-210-3p"	0.0841161436758997	0.941992381748571	1.49647971617689	0.221213810562495	0.399542875943247	"NOT"
"hsa-miR-7706"	0.13810680555159	0.948305753074968	1.49456103560769	0.221510135713118	0.399755176315199	"NOT"
"hsa-miR-4741"	0.0836319543220946	0.941908611076477	1.48761611312035	0.222586702018106	0.40107272865034	"NOT"
"hsa-miR-6871-5p"	0.0823942534808028	0.941872356406544	1.48753732120892	0.222598951813538	0.40107272865034	"NOT"
"hsa-miR-4423-5p"	0.143409595199909	0.948732686898972	1.48490666087233	0.223008404865197	0.401486951109969	"NOT"
"hsa-miR-875-3p"	-0.187795947119494	0.95198487954866	1.47616351768511	0.224375741597339	0.403623618834795	"NOT"
"hsa-miR-551b-5p"	-0.149338738378363	0.945444654664082	1.47282895675892	0.22489987795532	0.404241259733195	"NOT"
"hsa-miR-3658"	0.0826998484280126	0.942301893832383	1.47054701507561	0.22525940688146	0.404380529497932	"NOT"
"hsa-miR-376b-5p"	0.125187654139992	3.59762744810295	1.47004204089626	0.225339060713069	0.404380529497932	"NOT"
"hsa-miR-642b-5p"	0.0826090318100617	0.941823969728481	1.46889472639673	0.225520161960561	0.404380980067214	"NOT"
"hsa-miR-517c-3p"	0.079610725800505	0.941401398162892	1.46746886058071	0.225745475461048	0.404460643534378	"NOT"
"hsa-miR-23a-3p"	0.160177707015126	2.54745820350979	1.46415329082993	0.226270443170909	0.405076630048161	"NOT"
"hsa-miR-6818-5p"	0.0816868055537687	0.941731813683538	1.46010328628304	0.226913687539543	0.405432047693682	"NOT"
"hsa-miR-550b-3p"	0.235663456440642	0.980273876185246	1.45966464410776	0.226983486910921	0.405432047693682	"NOT"
"hsa-miR-424-5p"	-0.112396117229996	5.53381123670676	1.45947962829928	0.227012935470702	0.405432047693682	"NOT"
"hsa-miR-6822-5p"	0.0818938974119054	0.941593460399339	1.45582031351135	0.227596325190822	0.406149547587133	"NOT"
"hsa-miR-3620-3p"	0.104195605386775	0.944014420200109	1.4530132603843	0.228045064176123	0.406625808211971	"NOT"
"hsa-miR-3922-3p"	-0.122875471139978	0.941514983114779	1.44926432087975	0.2286460351265	0.407164335437353	"NOT"
"hsa-miR-2467-3p"	0.221533346246199	0.970286866493413	1.44885807459548	0.228711272499694	0.407164335437353	"NOT"
"hsa-miR-6753-5p"	-0.218807394862699	0.96517042135788	1.44755104694531	0.228921314570004	0.407214048829379	"NOT"
"hsa-miR-4453"	-0.147363113585759	0.945193009572196	1.43725020311098	0.230584836152153	0.409847133256132	"NOT"
"hsa-miR-4431"	0.0582371238444074	3.44974262761523	1.42746834435638	0.232178050750546	0.412351168767451	"NOT"
"hsa-miR-4733-5p"	-0.0677103531071973	0.938343392464952	1.42404880257689	0.232738137952173	0.412848095663392	"NOT"
"hsa-miR-6507-5p"	0.080126539032633	0.94206458065808	1.42350642599713	0.232827123717145	0.412848095663392	"NOT"
"hsa-miR-520g-5p"	0.277435191156042	1.00376335185562	1.41526794870509	0.234183848505207	0.414660237594861	"NOT"
"hsa-miR-4729"	0.240065955828882	1.11331485245336	1.41403688532398	0.234387401625215	0.414660237594861	"NOT"
"hsa-miR-6811-3p"	0.0796019415816898	0.941968394563013	1.41392791747131	0.234405429481174	0.414660237594861	"NOT"
"hsa-miR-1224-3p"	-0.133649390865487	0.943711570537538	1.40220086505883	0.236355421454644	0.417779227172004	"NOT"
"hsa-miR-30c-2-3p"	0.0787893311756207	0.941519636372852	1.39910698913535	0.236873146974128	0.418363630832663	"NOT"
"hsa-miR-6499-3p"	0.0783291256990642	0.941446698278843	1.39071037146494	0.238285171540704	0.420393462479374	"NOT"
"hsa-miR-6861-3p"	-0.267136797026674	1.13361840081792	1.3900394394343	0.238398439366658	0.420393462479374	"NOT"
"hsa-miR-5692c"	-0.200163231449119	0.958745156710608	1.38641297444096	0.239011797577106	0.421142930955406	"NOT"
"hsa-miR-548an"	0.188615754733542	0.961121798664672	1.3841958275907	0.239387736227923	0.421434889698525	"NOT"
"hsa-miR-6848-5p"	0.0779181234418587	0.941512224091077	1.3832139789271	0.239554447588026	0.421434889698525	"NOT"
"hsa-miR-6506-5p"	-0.234559563834304	1.05869244948239	1.38182344302038	0.239790792727997	0.421519035015567	"NOT"
"hsa-miR-28-5p"	-0.0674601481975494	6.5521326949426	1.3655074249084	0.24258527251768	0.42609636241126	"NOT"
"hsa-miR-5094"	0.197804426787436	0.963614879497154	1.36379986730429	0.242880015510461	0.426274626868608	"NOT"
"hsa-miR-4478"	0.197777348489552	0.96292773132293	1.36271185833849	0.243068045285096	0.426274626868608	"NOT"
"hsa-miR-188-5p"	-0.165353350784966	1.90640186396337	1.35472127898493	0.244454429255094	0.428111404501014	"NOT"
"hsa-miR-550b-2-5p"	0.0763411310255976	0.941550215054545	1.35446916154525	0.244498328956975	0.428111404501014	"NOT"
"hsa-miR-6510-3p"	0.218976889398747	0.975657028200168	1.35156905204684	0.245004000235996	0.428476669361529	"NOT"
"hsa-miR-4653-3p"	0.0761049547519119	0.941764400987813	1.35015993903924	0.245250157998125	0.428476669361529	"NOT"
"hsa-miR-5189-3p"	0.149386940509546	0.951085471148239	1.34807997992431	0.24561405793837	0.428476669361529	"NOT"
